,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
12780,Côte d'Ivoire,CIV,2018,10.352442,0.0,6.326029,3.929029,0.0,0.097384,,0.406074
12781,Côte d'Ivoire,CIV,2019,10.535084,0.0,6.184832,4.257568,0.0,0.092684,,0.402909
12782,Côte d'Ivoire,CIV,2020,10.963848,0.0,6.31817,4.556792,0.0,0.088886,,0.408919
12783,Côte d'Ivoire,CIV,2021,11.706642,0.0,6.748904,4.929332,0.0,0.028407,,0.426033
13050,Croatia,HRV,2016,18.109014,2.561225,9.369451,4.72911,1.076508,0.236723,0.135997,4.287425
13051,Croatia,HRV,2017,18.743995,1.551263,10.012453,5.432159,1.287251,0.311593,0.149275,4.470875
13052,Croatia,HRV,2018,17.724152,1.448575,9.585512,5.042393,1.210718,0.284635,0.152318,4.260117
13053,Croatia,HRV,2019,17.857446,1.677532,9.321468,5.244501,1.184111,0.286938,0.142896,4.324096
13054,Croatia,HRV,2020,16.870528,1.423842,8.273147,5.519125,1.212949,0.288184,0.153282,4.117908
13055,Croatia,HRV,2021,17.701451,1.685619,9.05049,5.310927,1.212949,0.288184,0.153282,4.359818
13322,Cuba,CUB,2016,28.259466,0.007328,25.222976,2.275344,0.672,0.081818,,2.491574
13323,Cuba,CUB,2017,25.218602,0.014656,22.5336,2.018864,0.644094,0.007388,,2.224568
13324,Cuba,CUB,2018,22.631189,0.014654,20.013171,1.861009,0.71566,0.026696,,1.997767
13325,Cuba,CUB,2019,22.842231,0.003665,20.349476,1.824967,0.633291,0.030832,,2.018454
13326,Cuba,CUB,2020,19.732182,0.004997,17.371621,1.69522,0.633291,0.027053,,1.746103
13327,Cuba,CUB,2021,22.05733,0.005078,19.137243,2.209094,0.633291,0.072624,,1.959542
13594,Curaçao,CUW,2016,5.800112,0.0,5.525312,0.2748,0.0,0.0,,33.970634
13595,Curaçao,CUW,2017,4.594656,0.0,4.455535,0.139121,0.0,0.0,,26.787248
13596,Curaçao,CUW,2018,3.979104,0.0,3.876417,0.102687,0.0,0.0,,21.54104
13597,Curaçao,CUW,2019,1.96024,0.0,1.96024,0.0,0.0,0.0,,10.151056
13598,Curaçao,CUW,2020,1.673657,0.0,1.673657,0.0,0.0,0.0,,8.841855
13599,Curaçao,CUW,2021,1.843765,0.0,1.843765,0.0,0.0,0.0,,9.686792
13866,Cyprus,CYP,2016,7.375415,0.001951,6.476654,0.000394,0.883247,0.0,0.013169,6.157052
13867,Cyprus,CYP,2017,7.525365,0.011694,6.57434,0.000418,0.922877,0.0,0.016037,6.226911
13868,Cyprus,CYP,2018,7.342546,0.05385,6.420236,0.000223,0.848164,0.0,0.020074,6.024253
13869,Cyprus,CYP,2019,7.343176,0.068051,6.460511,0.000226,0.789212,0.0,0.025176,5.975717
13870,Cyprus,CYP,2020,7.269578,0.068052,6.299155,0.00022,0.882317,0.0,0.019833,5.874231
13871,Cyprus,CYP,2021,7.600422,0.201473,6.496579,0.00022,0.882317,0.0,0.019833,6.108741
14138,Czech Republic,CZE,2016,106.655719,64.708775,21.391062,17.008725,1.697599,0.158792,1.690767,10.131066
14139,Czech Republic,CZE,2017,107.747749,64.285837,22.163491,17.7136,1.728266,0.127356,1.7292,10.231187
14140,Czech Republic,CZE,2018,106.337972,63.553489,22.372277,16.64164,1.867543,0.104034,1.798989,10.09417
14141,Czech Republic,CZE,2019,101.012964,57.447407,22.487223,17.361777,1.977237,0.081281,1.658039,9.586619
14142,Czech Republic,CZE,2020,91.853879,49.846815,21.129351,17.430786,1.891029,0.052561,1.503336,8.722276
14143,Czech Republic,CZE,2021,97.138329,51.777952,23.232264,18.681187,1.891029,0.052561,1.503336,9.241807
14410,North Korea,PRK,2016,27.571903,21.67256,3.198672,0.0,2.700671,0.0,,1.085952
14411,North Korea,PRK,2017,51.735804,46.195313,2.931407,0.0,2.609084,0.0,,2.027557
14412,North Korea,PRK,2018,47.629851,42.495072,2.909216,0.0,2.225563,0.0,,1.857773
14413,North Korea,PRK,2019,52.76422,47.449195,3.176469,0.0,2.138556,0.0,,2.048663
14414,North Korea,PRK,2020,55.336481,49.8124,3.352729,0.0,2.171351,0.0,,2.139231
14415,North Korea,PRK,2021,56.380104,50.454114,3.44551,0.0,2.48048,0.0,,2.170811
14682,Democratic Republic of the Congo,COD,2016,2.014128,0.0,1.916092,0.0,0.098036,0.0,,0.024734
14683,Democratic Republic of the Congo,COD,2017,2.473864,0.0,2.12512,0.0,0.348744,0.0,,0.029352
14684,Democratic Republic of the Congo,COD,2018,2.47199,0.0,2.065897,0.0,0.406093,0.0,,0.028385
14685,Democratic Republic of the Congo,COD,2019,2.605474,0.0,2.154432,0.0,0.451042,0.0,,0.02898
14686,Democratic Republic of the Congo,COD,2020,2.482881,0.0,2.031839,0.0,0.451042,0.0,,0.02674
14687,Democratic Republic of the Congo,COD,2021,2.606688,0.0,2.155646,0.0,0.451042,0.0,,0.027183
14954,Denmark,DNK,2016,37.033259,8.413077,19.862587,7.014874,1.095455,0.273043,0.374224,6.489257
14955,Denmark,DNK,2017,34.78027,6.252826,20.02929,6.682384,1.193741,0.241398,0.380632,6.062149
14956,Denmark,DNK,2018,34.724976,6.361589,20.089621,6.478645,1.159742,0.232564,0.402815,6.021652
14957,Denmark,DNK,2019,30.955444,3.588381,19.69881,6.016661,1.129199,0.194717,0.327676,5.340941
14958,Denmark,DNK,2020,28.282029,3.142834,18.591156,4.792077,1.226954,0.126262,0.402746,4.85475
14959,Denmark,DNK,2021,29.576956,4.376753,18.665928,4.778313,1.226954,0.126262,0.402746,5.052228
15226,Djibouti,DJI,2016,0.380134,0.0,0.32976,0.0,0.050374,0.0,,0.371493
15227,Djibouti,DJI,2017,0.391759,0.0,0.32976,0.0,0.061999,0.0,,0.376607
15228,Djibouti,DJI,2018,0.384853,0.0,0.315104,0.0,0.069749,0.0,,0.364031
15229,Djibouti,DJI,2019,0.392603,0.0,0.315104,0.0,0.077499,0.0,,0.365554
15230,Djibouti,DJI,2020,0.363307,0.0,0.285809,0.0,0.077499,0.0,,0.333262
15231,Djibouti,DJI,2021,0.379178,0.0,0.301679,0.0,0.077499,0.0,,0.342974
15498,Dominica,DMA,2016,0.179536,0.0,0.179536,0.0,0.0,0.0,,2.562055
15499,Dominica,DMA,2017,0.161216,0.0,0.161216,0.0,0.0,0.0,,2.289902
15500,Dominica,DMA,2018,0.161216,0.0,0.161216,0.0,0.0,0.0,,2.276323
15501,Dominica,DMA,2019,0.168544,0.0,0.168544,0.0,0.0,0.0,,2.359635
15502,Dominica,DMA,2020,0.143903,0.0,0.143903,0.0,0.0,0.0,,1.998795
15503,Dominica,DMA,2021,0.158529,0.0,0.158529,0.0,0.0,0.0,,2.189268
15770,Dominican Republic,DOM,2016,24.644567,2.872576,17.854672,1.912608,2.004711,0.0,,2.34095
15771,Dominican Republic,DOM,2017,24.016922,3.342079,16.446547,2.191407,2.036888,0.0,,2.255694
15772,Dominican Republic,DOM,2018,25.756241,3.286608,18.180768,2.183744,2.105121,0.0,,2.392473
15773,Dominican Republic,DOM,2019,28.357635,3.264624,20.452448,2.469536,2.171027,0.0,,2.605949
15774,Dominican Republic,DOM,2020,26.379835,4.452132,17.462343,2.294334,2.171027,0.0,,2.39824
15775,Dominican Republic,DOM,2021,28.922094,4.524063,19.237185,2.989818,2.171027,0.0,,2.601405
16042,Ecuador,ECU,2016,40.177794,0.0,34.29504,1.656128,2.188461,2.038164,,2.443966
16043,Ecuador,ECU,2017,40.075534,0.0,34.284503,1.538736,2.243666,2.00863,,2.400172
16044,Ecuador,ECU,2018,38.245122,0.0,32.983328,1.359344,2.271268,1.631182,,2.247641
16045,Ecuador,ECU,2019,40.264468,0.0,34.85152,1.212896,2.47237,1.727682,,2.321556
16046,Ecuador,ECU,2020,34.457458,0.0,29.006557,1.030269,2.47237,1.948263,,1.95908
16047,Ecuador,ECU,2021,41.321734,0.0,35.500845,1.026362,2.47237,2.322157,,2.321741
16314,Egypt,EGY,2016,239.385581,1.608496,114.870064,94.82432,22.819754,5.262947,,2.399037
16315,Egypt,EGY,2017,260.110596,6.507264,119.036032,108.406768,21.769641,4.39089,,2.55538
16316,Egypt,EGY,2018,243.907869,13.0072,102.936416,102.698256,21.002251,4.263746,,2.351129
16317,Egypt,EGY,2019,256.140175,10.123632,101.463488,120.519952,19.669416,4.363687,,2.425141
16318,Egypt,EGY,2020,235.81978,3.853963,90.365765,119.028841,18.134636,4.436574,,2.194384
16319,Egypt,EGY,2021,249.624151,6.228362,97.011732,126.313455,16.155578,3.915025,,2.284635
16586,El Salvador,SLV,2016,6.595795,0.003662,6.250971,0.0,0.341161,0.0,,1.055241
16587,El Salvador,SLV,2017,5.9697,0.003662,5.617124,0.0,0.348915,0.0,,0.952614
16588,El Salvador,SLV,2018,6.409551,0.003664,5.983312,0.0,0.422575,0.0,,1.021224
16589,El Salvador,SLV,2019,7.422948,0.003662,6.961819,0.0,0.457466,0.0,,1.181957
16590,El Salvador,SLV,2020,6.500975,0.003391,6.040118,0.0,0.457466,0.0,,1.033093
16591,El Salvador,SLV,2021,7.204384,0.004499,6.742418,0.0,0.457466,0.0,,1.140987
16858,Equatorial Guinea,GNQ,2016,7.560414,0.0,1.235167,5.457458,0.0,0.867789,,5.404438
16859,Equatorial Guinea,GNQ,2017,7.86213,0.0,1.139504,6.148192,0.0,0.574434,,5.419565
16860,Equatorial Guinea,GNQ,2018,6.008452,0.0,1.084544,4.3052,0.0,0.618708,,4.000059
16861,Equatorial Guinea,GNQ,2019,4.637976,0.0,1.11752,2.98616,0.0,0.534296,,2.986403
16862,Equatorial Guinea,GNQ,2020,4.989116,0.0,1.05393,3.122293,0.0,0.812893,,3.125917
16863,Equatorial Guinea,GNQ,2021,5.224788,0.0,1.11815,3.627915,0.0,0.478723,,3.196633
17130,Eritrea,ERI,2016,0.645419,0.0,0.56792,0.0,0.077499,0.0,,0.191787
17131,Eritrea,ERI,2017,0.704254,0.0,0.62288,0.0,0.081374,0.0,,0.20732
17132,Eritrea,ERI,2018,0.830306,0.0,0.721808,0.0,0.108498,0.0,,0.240992
17133,Eritrea,ERI,2019,0.855496,0.0,0.746998,0.0,0.108498,0.0,,0.24451
17134,Eritrea,ERI,2020,0.78314,0.0,0.674642,0.0,0.108498,0.0,,0.220239
17135,Eritrea,ERI,2021,0.820601,0.0,0.712103,0.0,0.108498,0.0,,0.226666
17402,Estonia,EST,2016,17.559353,12.752646,3.503724,1.051739,0.185181,3.6e-05,0.066026,13.343724
17403,Estonia,EST,2017,18.762487,13.87706,3.571821,0.922599,0.306764,3.2e-05,0.084211,14.240447
17404,Estonia,EST,2018,17.935074,13.06273,3.503322,0.986677,0.297762,3.4e-05,0.084549,13.565103
17405,Estonia,EST,2019,12.38019,7.775731,3.315348,0.914391,0.295485,3.2e-05,0.079203,9.329183
17406,Estonia,EST,2020,9.34301,5.335555,3.111814,0.809566,0.020121,2.8e-05,0.065924,7.027757
17407,Estonia,EST,2021,10.449021,6.221633,3.226733,0.914581,0.020121,2.8e-05,0.065924,7.864087
17674,Ethiopia,ETH,2016,14.347424,1.399648,9.731584,0.0,3.216192,0.0,,0.136262
17675,Ethiopia,ETH,2017,15.548594,1.542544,10.51568,0.0,3.487437,0.002933,,0.143705
17676,Ethiopia,ETH,2018,15.808036,1.114115,11.08251,0.0,3.603685,0.007727,,0.142249
17677,Ethiopia,ETH,2019,18.297764,1.205698,13.178387,0.0,3.91368,0.0,,0.160337
17678,Ethiopia,ETH,2020,17.040752,1.176275,11.950797,0.0,3.91368,0.0,,0.14541
17679,Ethiopia,ETH,2021,17.792552,1.264484,12.614389,0.0,3.91368,0.0,,0.147922
17946,Faeroe Islands,FRO,2016,0.630208,0.0,0.630208,0.0,0.0,0.0,,12.731475
17947,Faeroe Islands,FRO,2017,0.707152,0.0,0.707152,0.0,0.0,0.0,,14.07828
17948,Faeroe Islands,FRO,2018,0.725472,0.0,0.725472,0.0,0.0,0.0,,14.237504
17949,Faeroe Islands,FRO,2019,0.740128,0.0,0.740128,0.0,0.0,0.0,,14.321085
17950,Faeroe Islands,FRO,2020,0.692173,0.0,0.692173,0.0,0.0,0.0,,13.205626
17951,Faeroe Islands,FRO,2021,0.698346,0.0,0.698346,0.0,0.0,0.0,,13.203997
18218,Micronesia (Federated States of),FSM,2016,0.142896,0.0,0.142896,0.0,0.0,0.0,,1.299941
18219,Micronesia (Federated States of),FSM,2017,0.142896,0.0,0.142896,0.0,0.0,0.0,,1.293996
18220,Micronesia (Federated States of),FSM,2018,0.142896,0.0,0.142896,0.0,0.0,0.0,,1.288175
18221,Micronesia (Federated States of),FSM,2019,0.14656,0.0,0.14656,0.0,0.0,0.0,,1.315867
18222,Micronesia (Federated States of),FSM,2020,0.154682,0.0,0.154682,0.0,0.0,0.0,,1.379782
18223,Micronesia (Federated States of),FSM,2021,0.158962,0.0,0.158962,0.0,0.0,0.0,,1.405118
18490,Fiji,FJI,2016,1.176144,0.0,1.176144,0.0,0.0,0.0,,1.280685
18491,Fiji,FJI,2017,1.308048,0.0,1.308048,0.0,0.0,0.0,,1.423309
18492,Fiji,FJI,2018,1.355537,0.0,1.355537,0.0,0.0,0.0,,1.475019
18493,Fiji,FJI,2019,1.359201,0.0,1.359201,0.0,0.0,0.0,,1.479862
18494,Fiji,FJI,2020,1.430807,0.0,1.430807,0.0,0.0,0.0,,1.554512
18495,Fiji,FJI,2021,1.470402,0.0,1.470402,0.0,0.0,0.0,,1.590295
18762,Finland,FIN,2016,47.181861,18.658283,22.862838,4.207125,0.553242,0.104111,0.796262,8.585984
18763,Finland,FIN,2017,44.577796,17.087034,22.126732,3.88629,0.603658,0.146588,0.727494,8.093076
18764,Finland,FIN,2018,45.796461,17.922401,22.100755,4.411671,0.601681,0.090786,0.669166,8.303288
18765,Finland,FIN,2019,42.381841,15.255686,21.581214,4.310229,0.583481,0.065145,0.586086,7.675732
18766,Finland,FIN,2020,37.595927,11.871713,20.139138,4.361261,0.569667,0.07634,0.577809,6.799194
18767,Finland,FIN,2021,37.602328,12.291231,19.82569,4.26656,0.569667,0.07576,0.57342,6.792338
19034,Panama Canal Zone,PCZ,2016,0.0,,,,,,,0.0
19035,Panama Canal Zone,PCZ,2017,0.0,,,,,,,0.0
19036,Panama Canal Zone,PCZ,2018,0.0,,,,,,,0.0
19037,Panama Canal Zone,PCZ,2019,0.0,,,,,,,0.0
19038,Panama Canal Zone,PCZ,2020,0.0,,,,,,,0.0
19039,Panama Canal Zone,PCZ,2021,0.0,,,,,,,0.0
19306,France,FRA,2016,334.43978,35.794215,196.489679,89.032655,6.438147,2.868307,3.816777,5.226494
19307,France,FRA,2017,337.457549,39.789541,195.653951,89.137376,6.291276,2.816149,3.769256,5.26093
19308,France,FRA,2018,322.526821,34.96638,189.343208,84.769711,6.495119,2.905288,4.047116,5.017701
19309,France,FRA,2019,316.386776,29.29436,187.698122,86.356429,6.588367,2.504862,3.944637,4.912857
19310,France,FRA,2020,280.031523,23.826985,164.451417,80.040967,5.994268,2.130951,3.586935,4.342917
19311,France,FRA,2021,305.96371,28.877789,179.745984,85.58048,5.994268,2.14858,3.616609,4.741312
19578,French Equatorial Africa,,2016,0.0,,,,,,,0.0
19579,French Equatorial Africa,,2017,0.0,,,,,,,0.0
19580,French Equatorial Africa,,2018,0.0,,,,,,,0.0
19581,French Equatorial Africa,,2019,0.0,,,,,,,0.0
19582,French Equatorial Africa,,2020,0.0,,,,,,,0.0
19583,French Equatorial Africa,,2021,0.0,,,,,,,0.0
19850,French Guiana,GUF,2016,0.716328,0.0,0.716328,0.0,0.0,0.0,,2.725618
19851,French Guiana,GUF,2017,0.706816,0.0,0.706816,0.0,0.0,0.0,,2.624126
19852,French Guiana,GUF,2018,0.702726,0.0,0.702726,0.0,0.0,0.0,,2.540156
19853,French Guiana,GUF,2019,0.719909,0.0,0.719909,0.0,0.0,0.0,,2.534249
19854,French Guiana,GUF,2020,0.651382,0.0,0.651382,0.0,0.0,0.0,,2.238665
19855,French Guiana,GUF,2021,0.651382,0.0,0.651382,0.0,0.0,0.0,,2.189895
20122,French Polynesia,PYF,2016,0.868368,0.0,0.868368,0.0,0.0,0.0,,2.958251
20123,French Polynesia,PYF,2017,0.86104,0.0,0.86104,0.0,0.0,0.0,,2.914334
20124,French Polynesia,PYF,2018,0.875696,0.0,0.875696,0.0,0.0,0.0,,2.942468
20125,French Polynesia,PYF,2019,0.875696,0.0,0.875696,0.0,0.0,0.0,,2.921743
20126,French Polynesia,PYF,2020,0.924224,0.0,0.924224,0.0,0.0,0.0,,3.061156
20127,French Polynesia,PYF,2021,0.9498,0.0,0.9498,0.0,0.0,0.0,,3.124014
20394,French West Africa,,2016,0.0,,,,,,,0.0
20395,French West Africa,,2017,0.0,,,,,,,0.0
20396,French West Africa,,2018,0.0,,,,,,,0.0
20397,French West Africa,,2019,0.0,,,,,,,0.0
20398,French West Africa,,2020,0.0,,,,,,,0.0
20399,French West Africa,,2021,0.0,,,,,,,0.0
20666,Gabon,GAB,2016,6.5217,0.0,2.557472,1.022256,0.131748,2.810224,,3.126105
20667,Gabon,GAB,2017,6.285816,0.0,2.412786,0.904337,0.143372,2.82532,,2.937002
20668,Gabon,GAB,2018,5.992046,0.0,2.3816,0.87936,0.189872,2.541215,,2.733583
20669,Gabon,GAB,2019,5.735253,0.0,1.867159,0.918935,0.209246,2.739912,,2.557201
20670,Gabon,GAB,2020,5.692816,0.0,1.762309,0.96159,0.209246,2.759671,,2.483156
20671,Gabon,GAB,2021,5.712477,0.0,1.869693,1.117309,0.209246,2.51623,,2.44
20938,Gambia,GMB,2016,0.589904,0.0,0.589904,0.0,0.0,0.0,,0.254576
20939,Gambia,GMB,2017,0.593568,0.0,0.593568,0.0,0.0,0.0,,0.249275
20940,Gambia,GMB,2018,0.593568,0.0,0.593568,0.0,0.0,0.0,,0.242776
20941,Gambia,GMB,2019,0.600896,0.0,0.600896,0.0,0.0,0.0,,0.239507
20942,Gambia,GMB,2020,0.613851,0.0,0.613851,0.0,0.0,0.0,,0.238482
20943,Gambia,GMB,2021,0.655699,0.0,0.655699,0.0,0.0,0.0,,0.248379
21210,Georgia,GEO,2016,10.06768,1.033248,3.876512,4.462752,0.690337,0.004832,,2.669686
21211,Georgia,GEO,2017,10.172526,1.157824,3.528432,4.700912,0.785358,0.0,,2.696924
21212,Georgia,GEO,2018,10.062534,1.20912,3.418512,4.678928,0.755974,0.0,,2.667462
21213,Georgia,GEO,2019,10.920173,0.974624,3.587056,5.301808,1.056685,0.0,,2.895975
21214,Georgia,GEO,2020,10.690587,1.001849,3.35464,5.27262,1.056685,0.004794,,2.838778
21215,Georgia,GEO,2021,11.009796,0.527202,3.384559,6.03902,1.056685,0.002331,,2.929711
21482,Germany,DEU,2016,800.339834,329.445089,277.783622,169.467961,12.662714,2.343803,8.636644,9.720952
21483,Germany,DEU,2017,785.616471,310.763015,279.180926,171.412164,13.408148,2.266922,8.585296,9.50829
21484,Germany,DEU,2018,754.408432,295.67355,265.224228,169.548548,13.227901,2.007493,8.726712,9.100585
21485,Germany,DEU,2019,707.149948,240.086494,270.910415,172.478938,13.28664,2.028361,8.3591,8.504699
21486,Germany,DEU,2020,639.381013,197.357678,251.383941,167.628086,13.357491,1.814935,7.838883,7.672972
21487,Germany,DEU,2021,674.753566,230.221049,248.200624,173.484052,13.233969,1.807425,7.806447,8.089741
21754,Ghana,GHA,2016,15.562399,0.0,12.373328,1.425296,1.670095,0.09368,,0.52657
21755,Ghana,GHA,2017,13.943429,0.0,9.449456,2.359616,1.526723,0.607635,,0.461363
21756,Ghana,GHA,2018,17.104952,0.0,11.441512,3.378948,1.93359,0.350902,,0.554085
21757,Ghana,GHA,2019,18.706476,0.0,12.02031,4.104496,2.321083,0.260587,,0.593436
21758,Ghana,GHA,2020,19.654351,0.0,12.277013,4.392089,2.321083,0.664166,,0.610755
21759,Ghana,GHA,2021,21.312801,0.0,13.113984,4.751163,2.321083,1.126571,,0.649127
22026,Greece,GRC,2016,71.364164,23.593526,35.577483,7.912128,3.772241,0.009366,0.49942,6.638686
22027,Greece,GRC,2017,74.84505,26.019318,35.035226,9.53608,3.68521,0.007707,0.561509,6.999949
22028,Greece,GRC,2018,71.78199,24.851033,33.840597,9.071745,3.419473,0.010971,0.58817,6.750697
22029,Greece,GRC,2019,65.756232,17.874125,33.943412,9.998173,3.360215,0.009042,0.571265,6.218657
22030,Greece,GRC,2020,55.610277,10.129119,31.071229,11.042299,2.977784,0.005171,0.384674,5.290054
22031,Greece,GRC,2021,56.309279,9.775375,31.013853,12.152421,2.977784,0.005171,0.384674,5.390839
22298,Greenland,GRL,2016,0.524924,0.0,0.524924,0.0,0.0,0.0,,9.387726
22299,Greenland,GRL,2017,0.542002,0.0,0.542002,0.0,0.0,0.0,,9.69107
22300,Greenland,GRL,2018,0.548021,0.0,0.548021,0.0,0.0,0.0,,9.79816
22301,Greenland,GRL,2019,0.553636,0.0,0.553636,0.0,0.0,0.0,,9.898558
22302,Greenland,GRL,2020,0.500478,0.0,0.500478,0.0,0.0,0.0,,8.932951
22303,Greenland,GRL,2021,0.510659,0.0,0.510659,0.0,0.0,0.0,,9.079509
22570,Grenada,GRD,2016,0.267472,0.0,0.267472,0.0,0.0,0.0,,2.229565
22571,Grenada,GRD,2017,0.278464,0.0,0.278464,0.0,0.0,0.0,,2.302859
22572,Grenada,GRD,2018,0.307776,0.0,0.307776,0.0,0.0,0.0,,2.526108
22573,Grenada,GRD,2019,0.32976,0.0,0.32976,0.0,0.0,0.0,,2.687005
22574,Grenada,GRD,2020,0.28596,0.0,0.28596,0.0,0.0,0.0,,2.312416
22575,Grenada,GRD,2021,0.31921,0.0,0.31921,0.0,0.0,0.0,,2.56167
22842,Guadeloupe,GLP,2016,2.519498,0.461085,2.058413,0.0,0.0,0.0,,6.33272
22843,Guadeloupe,GLP,2017,2.486043,0.454962,2.031081,0.0,0.0,0.0,,6.261727
22844,Guadeloupe,GLP,2018,2.471658,0.45233,2.019329,0.0,0.0,0.0,,6.237435
22845,Guadeloupe,GLP,2019,2.532095,0.46339,2.068705,0.0,0.0,0.0,,6.402505
22846,Guadeloupe,GLP,2020,2.291068,0.41928,1.871788,0.0,0.0,0.0,,5.79076
22847,Guadeloupe,GLP,2021,2.291068,0.41928,1.871788,0.0,0.0,0.0,,5.78478
23114,Guatemala,GTM,2016,16.926491,4.714539,10.802778,0.0,1.302616,0.106558,,1.039008
23115,Guatemala,GTM,2017,17.320524,3.909488,11.94464,0.0,1.333631,0.132766,,1.044744
23116,Guatemala,GTM,2018,18.690765,4.619391,12.594342,0.0,1.364645,0.112386,,1.109233
23117,Guatemala,GTM,2019,19.761452,4.510384,13.754656,0.0,1.380153,0.116259,,1.155212
23118,Guatemala,GTM,2020,17.595579,4.174395,11.927723,0.0,1.380153,0.113308,,1.013412
23119,Guatemala,GTM,2021,20.327104,5.538529,13.314592,0.0,1.380153,0.093831,,1.154393
23386,Guinea,GIN,2016,2.741192,0.0,2.741192,0.0,0.0,0.0,,0.229754
23387,Guinea,GIN,2017,3.238976,0.0,3.238976,0.0,0.0,0.0,,0.264605
23388,Guinea,GIN,2018,3.685984,0.0,3.685984,0.0,0.0,0.0,,0.29359
23389,Guinea,GIN,2019,4.433863,0.0,4.433863,0.0,0.0,0.0,,0.34431
23390,Guinea,GIN,2020,4.532763,0.0,4.532763,0.0,0.0,0.0,,0.343257
23391,Guinea,GIN,2021,4.841779,0.0,4.841779,0.0,0.0,0.0,,0.357805
23658,Guinea-Bissau,GNB,2016,0.304112,0.0,0.304112,0.0,0.0,0.0,,0.165769
23659,Guinea-Bissau,GNB,2017,0.304112,0.0,0.304112,0.0,0.0,0.0,,0.161777
23660,Guinea-Bissau,GNB,2018,0.31144,0.0,0.31144,0.0,0.0,0.0,,0.161791
23661,Guinea-Bissau,GNB,2019,0.322432,0.0,0.322432,0.0,0.0,0.0,,0.163633
23662,Guinea-Bissau,GNB,2020,0.329383,0.0,0.329383,0.0,0.0,0.0,,0.163398
23663,Guinea-Bissau,GNB,2021,0.351839,0.0,0.351839,0.0,0.0,0.0,,0.170736
23930,Guyana,GUY,2016,2.345135,0.0,2.187408,0.0,0.157727,0.0,,3.089415
23931,Guyana,GUY,2017,2.319487,0.0,2.16176,0.0,0.157727,0.0,,3.038953
23932,Guyana,GUY,2018,2.480982,0.0,2.319312,0.0,0.16167,0.0,,3.158419
23933,Guyana,GUY,2019,2.730134,0.0,2.568464,0.0,0.16167,0.0,,3.417995
23934,Guyana,GUY,2020,3.190965,0.0,2.501146,0.0,0.16167,0.528148,,4.002705
23935,Guyana,GUY,2021,3.087826,0.0,2.679087,0.0,0.16167,0.24707,,3.837874
24202,Haiti,HTI,2016,2.979519,0.0,2.901983,0.0,0.077537,0.0,,0.2781
24203,Haiti,HTI,2017,3.100428,0.0,3.022891,0.0,0.077537,0.0,,0.285397
24204,Haiti,HTI,2018,3.371393,0.0,3.293856,0.0,0.077537,0.0,,0.306145
24205,Haiti,HTI,2019,3.052705,0.0,2.975168,0.0,0.077537,0.0,,0.273529
24206,Haiti,HTI,2020,2.617741,0.0,2.540205,0.0,0.077537,0.0,,0.231519
24207,Haiti,HTI,2021,2.875923,0.0,2.798387,0.0,0.077537,0.0,,0.251226
24474,Honduras,HND,2016,9.722308,0.150281,8.789615,0.0,0.782411,0.0,,1.027641
24475,Honduras,HND,2017,10.231486,0.003663,9.317845,0.0,0.909978,0.0,,1.062808
24476,Honduras,HND,2018,9.861259,0.0,9.027821,0.0,0.833438,0.0,,1.006986
24477,Honduras,HND,2019,11.232139,0.0,10.449728,0.0,0.782411,0.0,,1.127857
24478,Honduras,HND,2020,9.844177,0.0,9.061765,0.0,0.782411,0.0,,0.972575
24479,Honduras,HND,2021,10.897812,0.0,10.115401,0.0,0.782411,0.0,,1.060269
24746,Hong Kong,HKG,2016,43.365783,25.3732,11.054288,6.236128,0.702167,0.0,,5.831927
24747,Hong Kong,HKG,2017,42.431172,23.768368,11.842048,6.217808,0.602948,0.0,,5.686667
24748,Hong Kong,HKG,2018,42.600628,24.409568,11.50496,6.060256,0.625844,0.0,,5.694087
24749,Hong Kong,HKG,2019,41.900196,23.379984,11.622208,6.287424,0.61058,0.0,,5.589583
24750,Hong Kong,HKG,2020,31.504807,12.454231,8.464056,9.975941,0.61058,0.0,,4.200104
24751,Hong Kong,HKG,2021,31.664379,13.833671,7.483871,9.736257,0.61058,0.0,,4.224972
25018,Hungary,HUN,2016,47.113086,9.769268,16.572281,19.36532,0.705228,0.136681,0.564309,4.80006
25019,Hungary,HUN,2017,49.515229,10.047647,17.472752,20.486028,0.783129,0.142545,0.583128,5.058282
25020,Hungary,HUN,2018,49.463319,9.446999,18.559711,19.846076,0.881792,0.147206,0.581535,5.059483
25021,Hungary,HUN,2019,49.234646,8.18614,19.363543,19.969006,1.022863,0.14945,0.543644,5.038444
25022,Hungary,HUN,2020,47.284497,7.440498,17.372881,20.895433,0.928787,0.162081,0.484817,4.849407
25023,Hungary,HUN,2021,48.454619,6.391263,18.375345,22.112327,0.928787,0.162081,0.484817,4.990287
25290,Iceland,ISL,2016,3.485184,0.660089,2.67244,8e-05,0.0,0.148961,0.003613,10.382613
25291,Iceland,ISL,2017,3.60162,0.693221,2.758626,4.8e-05,0.0,0.146479,0.003247,10.481037
25292,Iceland,ISL,2018,3.658953,0.715029,2.783351,3.2e-05,0.0,0.156462,0.00408,10.366893
25293,Iceland,ISL,2019,3.546263,0.684012,2.692315,0.000227,0.0,0.163106,0.006603,9.829598
25294,Iceland,ISL,2020,3.328876,0.667573,2.480043,0.0002,0.0,0.174873,0.006187,9.078694
